MGID,GHID,MXSineMax,MYSineMax,MXAcelMax,MYAcelMax,MZAcelMax,MXSineAvg,MYSineAvg,MXAcelAvg,MYAcelAvg,MZAcelAvg,MXSineMin,MYSineMin,MXAcelMin,MYAcelMin,MZAcelMin,MTime
1001,6,3.88E-03,5.88E-03,-2.74E-02,-1.85E-02,-6.30E-03,-4.12E-03,-4.81E-03,-2.86E-02,-2.02E-02,-8.31E-03,-0.013146,-0.014589,-0.02963,-0.021852,-1.04E-02,26:28.5
1002,7,0.001689,7.14E-03,-2.11E-02,-7.04E-03,-3.70E-03,-0.006352,-1.82E-03,-2.27E-02,-8.75E-03,-5.68E-03,-0.012846,-1.02E-02,-2.41E-02,-1.04E-02,-7.41E-03,27:00.5
1003,5,0.0023,-4.43E-03,9.26E-03,-1.33E-02,7.41E-04,-5.05E-03,-0.012818,8.03E-03,-0.015035,-1.36E-03,-0.011944,-2.00E-02,6.67E-03,-1.67E-02,-0.003333,32:21.5
1004,8,4.42E-03,0.013816,-2.96E-03,5.41E-02,7.41E-04,-3.34E-03,2.51E-03,-4.53E-03,5.24E-02,-1.07E-03,-1.28E-02,-0.005306,-5.93E-03,5.07E-02,-2.96E-03,36:48.2
1005,6,0.002166,5.54E-03,-2.70E-02,-1.81E-02,-6.67E-03,-4.43E-03,-5.44E-03,-2.86E-02,-0.020152,-8.30E-03,-0.013932,-0.016073,-3.00E-02,-0.021852,-0.01,36:59.2
1006,7,9.55E-04,7.90E-03,-0.021481,-7.04E-03,-4.07E-03,-5.36E-03,-0.001539,-2.27E-02,-8.76E-03,-5.69E-03,-0.010954,-9.71E-03,-2.41E-02,-1.04E-02,-7.41E-03,37:30.5
1007,5,2.66E-03,-1.91E-03,9.26E-03,-1.30E-02,3.70E-04,-4.94E-03,-1.23E-02,8.04E-03,-0.01504,-0.001353,-0.01289,-2.03E-02,6.67E-03,-1.67E-02,-2.96E-03,42:51.8
1008,8,4.60E-03,1.53E-02,-0.003333,5.41E-02,7.41E-04,-0.003264,2.84E-03,-4.54E-03,5.24E-02,-0.001062,-0.011379,-7.27E-03,-5.93E-03,5.00E-02,-2.59E-03,47:16.9
1009,6,4.97E-03,6.94E-03,-2.70E-02,-1.81E-02,-6.67E-03,-4.96E-03,-4.69E-03,-0.028575,-2.02E-02,-8.30E-03,-0.013571,-0.017231,-3.00E-02,-0.021852,-0.01,47:29.8
1010,7,0.000457,3.40E-03,-2.11E-02,-7.04E-03,-4.07E-03,-5.81E-03,-2.94E-03,-2.27E-02,-8.78E-03,-5.70E-03,-1.48E-02,-0.011672,-2.41E-02,-1.07E-02,-7.04E-03,48:00.6
1011,5,2.38E-03,-0.001567,9.26E-03,-1.33E-02,7.41E-04,-4.07E-03,-1.20E-02,8.04E-03,-1.50E-02,-1.35E-03,-0.013714,-2.31E-02,6.67E-03,-1.67E-02,-2.96E-03,53:22.3
1012,8,5.57E-03,7.87E-03,-0.003333,5.41E-02,0.001111,-0.002875,2.40E-05,-4.54E-03,5.24E-02,-0.001057,-1.23E-02,-0.010399,-5.93E-03,5.07E-02,-2.96E-03,57:45.4
1013,6,3.03E-03,0.006875,-2.70E-02,-1.85E-02,-6.30E-03,-5.39E-03,-4.98E-03,-2.86E-02,-0.020138,-8.31E-03,-0.015358,-1.69E-02,-3.00E-02,-0.021852,-0.01,58:00.7
1014,7,3.80E-05,6.75E-03,-2.11E-02,-7.04E-03,-4.07E-03,-0.006404,-0.002653,-2.27E-02,-8.79E-03,-5.68E-03,-0.012234,-1.13E-02,-2.41E-02,-1.04E-02,-7.78E-03,58:30.5
1015,5,4.62E-03,-1.58E-03,9.26E-03,-1.30E-02,3.70E-04,-2.48E-03,-9.94E-03,8.04E-03,-0.015016,-0.001358,-0.010059,-1.82E-02,6.67E-03,-1.67E-02,-2.96E-03,03:52.8
1016,8,7.82E-03,1.20E-02,-0.003333,5.41E-02,7.41E-04,-2.63E-03,9.13E-04,-4.54E-03,0.052363,-0.001059,-1.11E-02,-0.011283,-5.93E-03,5.07E-02,-2.59E-03,08:14.2
1017,6,3.32E-03,4.99E-03,-2.74E-02,-1.85E-02,-6.30E-03,-5.23E-03,-0.004535,-0.028579,-2.01E-02,-8.31E-03,-1.60E-02,-1.36E-02,-3.00E-02,-0.021852,-0.01,08:31.4
1018,7,2.67E-03,6.81E-03,-0.021481,-7.04E-03,-3.70E-03,-5.90E-03,-2.45E-03,-0.022657,-8.79E-03,-0.005679,-1.22E-02,-0.010034,-2.41E-02,-1.04E-02,-7.41E-03,09:00.6
1019,5,6.15E-03,-4.43E-03,9.26E-03,-1.30E-02,3.70E-04,-1.80E-03,-0.010359,8.04E-03,-1.50E-02,-1.36E-03,-0.010723,-0.018386,6.67E-03,-1.67E-02,-2.96E-03,14:23.5
1020,8,7.44E-03,0.012877,-2.96E-03,5.44E-02,7.41E-04,-3.14E-03,2.22E-03,-4.53E-03,5.24E-02,-1.05E-03,-0.014333,-8.91E-03,-5.93E-03,5.07E-02,-2.96E-03,18:42.7
1021,6,5.39E-03,5.76E-03,-2.70E-02,-1.85E-02,-6.67E-03,-4.94E-03,-4.20E-03,-0.028593,-2.01E-02,-8.30E-03,-0.014491,-0.015184,-3.00E-02,-0.021852,-1.04E-02,19:02.1
1022,7,1.51E-03,5.67E-03,-2.11E-02,-7.04E-03,-4.07E-03,-5.55E-03,-0.002882,-2.27E-02,-8.80E-03,-5.66E-03,-1.17E-02,-0.010616,-2.41E-02,-1.04E-02,-7.78E-03,19:30.6
1023,5,4.38E-03,-0.001688,9.26E-03,-1.33E-02,3.70E-04,-2.28E-03,-0.010069,8.04E-03,-0.015002,-1.36E-03,-1.07E-02,-1.89E-02,6.67E-03,-1.67E-02,-0.003333,24:53.9
1024,8,5.60E-03,0.015105,-0.003333,5.41E-02,7.41E-04,-0.003166,0.001586,-4.54E-03,5.24E-02,-1.05E-03,-0.013282,-9.74E-03,-5.93E-03,5.07E-02,-2.96E-03,29:11.4
1025,6,0.003679,8.43E-03,-2.70E-02,-1.85E-02,-6.67E-03,-6.28E-03,-0.003212,-2.86E-02,-2.01E-02,-8.33E-03,-1.69E-02,-1.43E-02,-3.00E-02,-0.021852,-0.01,29:33.0
1026,7,0.002189,4.39E-03,-2.11E-02,-6.67E-03,-4.07E-03,-4.63E-03,-3.47E-03,-2.26E-02,-8.81E-03,-0.005679,-0.011415,-0.011689,-2.41E-02,-1.04E-02,-7.41E-03,30:00.5
1027,5,0.004797,-1.46E-03,9.26E-03,-1.33E-02,3.70E-04,-1.99E-03,-0.009162,8.05E-03,-1.50E-02,-0.001359,-8.52E-03,-0.016465,6.67E-03,-0.017037,-0.003333,35:24.3
1028,8,5.38E-03,0.013283,-0.003333,5.41E-02,7.41E-04,-5.04E-03,0.002539,-4.53E-03,0.052342,-1.05E-03,-1.50E-02,-0.006711,-5.93E-03,5.07E-02,-2.59E-03,39:39.9
1029,6,5.40E-03,5.13E-03,-0.026667,-1.81E-02,-6.67E-03,-5.92E-03,-4.15E-03,-2.86E-02,-2.01E-02,-8.31E-03,-1.45E-02,-1.74E-02,-3.00E-02,-2.22E-02,-0.01,40:03.8
1030,7,1.71E-03,4.82E-03,-0.021481,-7.04E-03,-4.07E-03,-5.39E-03,-0.003362,-0.022647,-8.83E-03,-0.005659,-0.012317,-1.17E-02,-2.41E-02,-1.07E-02,-7.41E-03,40:30.6
1031,5,5.91E-03,0.001024,9.26E-03,-1.33E-02,3.70E-04,-1.88E-03,-8.48E-03,8.05E-03,-1.50E-02,-0.001353,-0.011439,-0.018001,6.67E-03,-1.67E-02,-2.96E-03,45:54.7
1032,8,6.36E-03,0.010805,-2.96E-03,5.41E-02,7.41E-04,-0.002892,1.86E-03,-0.004529,5.23E-02,-1.06E-03,-1.24E-02,-6.50E-03,-5.93E-03,5.04E-02,-2.96E-03,50:08.5
1033,6,3.62E-03,7.30E-03,-2.70E-02,-1.81E-02,-6.67E-03,-5.97E-03,-2.86E-03,-2.86E-02,-2.01E-02,-8.29E-03,-1.65E-02,-0.014147,-3.00E-02,-0.021852,-1.04E-02,50:34.5
1034,7,0.001322,3.15E-03,-0.021481,-7.41E-03,-4.07E-03,-5.28E-03,-4.34E-03,-2.26E-02,-8.83E-03,-5.66E-03,-0.012864,-0.013417,-2.41E-02,-1.07E-02,-7.41E-03,51:00.6
1035,5,0.00511,-2.18E-03,9.26E-03,-1.30E-02,7.41E-04,-3.88E-03,-9.20E-03,8.05E-03,-1.50E-02,-1.36E-03,-0.011708,-0.019954,6.67E-03,-0.017037,-2.96E-03,56:25.2
1036,8,0.005411,1.06E-02,-0.003333,5.44E-02,7.41E-04,-2.97E-03,3.12E-04,-4.53E-03,5.23E-02,-1.07E-03,-0.012109,-0.01285,-6.30E-03,5.04E-02,-0.003333,00:37.0
1037,6,5.92E-03,8.72E-03,-2.74E-02,-1.85E-02,-6.67E-03,-0.004764,-2.67E-03,-2.86E-02,-0.020124,-8.29E-03,-1.27E-02,-1.15E-02,-3.00E-02,-0.021852,-0.01,01:05.4
1038,7,1.50E-03,3.50E-03,-2.11E-02,-7.04E-03,-3.70E-03,-5.52E-03,-5.00E-03,-2.26E-02,-8.85E-03,-5.66E-03,-0.012116,-1.28E-02,-2.41E-02,-1.04E-02,-7.41E-03,01:30.4
1039,5,-0.001534,-2.68E-03,9.26E-03,-1.33E-02,3.70E-04,-7.29E-03,-1.11E-02,8.05E-03,-1.50E-02,-1.35E-03,-0.015594,-2.05E-02,6.67E-03,-0.017037,-2.96E-03,06:55.8
1040,8,5.81E-03,1.08E-02,-0.003333,5.41E-02,0.001111,-4.15E-03,0.001189,-0.004535,5.23E-02,-1.06E-03,-0.01375,-7.86E-03,-6.30E-03,5.04E-02,-2.59E-03,11:05.7
1041,6,3.52E-03,6.11E-03,-2.74E-02,-1.85E-02,-6.30E-03,-4.83E-03,-3.35E-03,-0.028589,-2.01E-02,-8.28E-03,-0.012636,-1.38E-02,-3.00E-02,-2.22E-02,-0.01,11:36.2
1042,7,0.002,1.98E-03,-2.11E-02,-7.04E-03,-4.07E-03,-5.79E-03,-4.97E-03,-2.26E-02,-8.84E-03,-5.67E-03,-0.013701,-0.014059,-2.41E-02,-1.07E-02,-7.41E-03,12:00.4
1043,5,2.76E-03,-1.65E-03,9.26E-03,-1.33E-02,3.70E-04,-4.92E-03,-9.79E-03,8.05E-03,-0.014987,-1.34E-03,-0.013753,-1.94E-02,6.67E-03,-1.67E-02,-2.96E-03,17:26.2
1044,8,5.49E-03,0.011063,-2.96E-03,5.41E-02,7.41E-04,-3.90E-03,1.34E-03,-4.53E-03,0.052322,-0.001072,-0.015138,-8.85E-03,-6.30E-03,5.04E-02,-2.96E-03,21:34.3
1045,6,5.50E-03,6.96E-03,-2.70E-02,-1.85E-02,-6.67E-03,-5.20E-03,-0.002578,-2.86E-02,-2.01E-02,-8.32E-03,-1.59E-02,-1.16E-02,-3.00E-02,-0.021852,-0.01,22:06.9
1046,7,1.23E-03,2.57E-03,-2.11E-02,-7.41E-03,-4.07E-03,-6.61E-03,-5.72E-03,-2.26E-02,-8.85E-03,-5.66E-03,-0.012957,-1.36E-02,-2.41E-02,-1.11E-02,-7.41E-03,22:30.3
1047,5,8.13E-03,3.65E-03,9.26E-03,-1.33E-02,3.70E-04,1.62E-04,-6.64E-03,8.05E-03,-0.015002,-0.001351,-8.43E-03,-0.014312,6.67E-03,-1.67E-02,-2.96E-03,27:56.7
1048,8,6.09E-03,1.21E-02,-0.003333,5.44E-02,3.70E-04,-0.003552,4.47E-04,-4.53E-03,5.23E-02,-1.08E-03,-0.011871,-9.71E-03,-6.30E-03,5.07E-02,-2.96E-03,32:02.9
1049,6,4.99E-03,9.12E-03,-2.70E-02,-1.81E-02,-6.30E-03,-0.004633,-0.002186,-2.86E-02,-0.020138,-8.30E-03,-1.60E-02,-0.012,-3.00E-02,-0.021852,-0.01,32:37.6
1050,7,0.001818,2.22E-03,-0.021481,-7.04E-03,-4.07E-03,-6.34E-03,-5.62E-03,-2.26E-02,-8.86E-03,-5.65E-03,-1.38E-02,-1.43E-02,-2.41E-02,-1.07E-02,-7.41E-03,33:00.3
1051,5,0.010786,3.84E-03,9.26E-03,-1.30E-02,3.70E-04,2.50E-03,-4.40E-03,8.06E-03,-0.014985,-0.001341,-3.77E-03,-1.20E-02,6.67E-03,-1.67E-02,-2.96E-03,38:27.3
1052,8,5.97E-03,1.28E-02,-0.003333,5.41E-02,3.70E-04,-4.81E-03,-4.33E-04,-4.53E-03,5.23E-02,-0.001078,-0.014144,-1.16E-02,-5.93E-03,5.07E-02,-0.003333,42:31.5
1053,6,5.31E-03,8.84E-03,-2.74E-02,-1.81E-02,-6.30E-03,-0.004228,-0.001534,-0.028586,-2.01E-02,-8.31E-03,-0.01281,-1.11E-02,-3.00E-02,-0.021852,-0.01,43:08.3
1054,7,0.00166,2.89E-03,-2.11E-02,-7.04E-03,-3.70E-03,-0.006202,-5.43E-03,-2.26E-02,-8.88E-03,-5.66E-03,-0.011859,-0.014092,-2.41E-02,-1.07E-02,-7.41E-03,43:30.2
1055,5,8.19E-03,3.26E-03,9.26E-03,-1.33E-02,3.70E-04,6.83E-04,-5.80E-03,8.06E-03,-0.014973,-1.35E-03,-1.08E-02,-0.014527,6.67E-03,-1.67E-02,-2.96E-03,48:57.8
1056,8,0.005842,0.0112,-2.96E-03,5.41E-02,7.41E-04,-4.19E-03,2.71E-04,-4.53E-03,5.23E-02,-0.001062,-0.012931,-0.013125,-5.93E-03,5.07E-02,-2.96E-03,53:00.0
1057,6,4.68E-03,9.20E-03,-2.74E-02,-1.85E-02,-5.93E-03,-4.17E-03,-6.91E-04,-2.86E-02,-2.01E-02,-8.31E-03,-1.42E-02,-0.011847,-3.00E-02,-0.021852,-1.04E-02,53:39.1
1058,7,1.51E-03,2.58E-03,-2.07E-02,-7.04E-03,-4.07E-03,-5.46E-03,-5.24E-03,-2.26E-02,-8.87E-03,-5.66E-03,-1.26E-02,-0.013148,-2.41E-02,-1.07E-02,-7.41E-03,54:00.2
1059,5,7.22E-03,0.002372,9.26E-03,-1.33E-02,3.70E-04,-0.001699,-7.37E-03,8.06E-03,-0.014966,-0.001353,-0.010225,-1.55E-02,7.04E-03,-1.67E-02,-2.96E-03,59:28.3
1060,8,6.70E-03,0.012683,-2.96E-03,5.41E-02,7.41E-04,-3.08E-03,1.10E-03,-4.52E-03,5.23E-02,-0.001059,-0.014295,-9.66E-03,-5.93E-03,5.07E-02,-2.96E-03,03:28.8
1061,6,5.05E-03,1.06E-02,-2.70E-02,-1.81E-02,-6.30E-03,-3.87E-03,-0.000272,-0.028575,-2.01E-02,-8.30E-03,-0.012475,-0.012222,-3.00E-02,-2.22E-02,-0.01,04:09.8
1062,7,2.22E-03,0.003656,-2.11E-02,-7.04E-03,-3.70E-03,-5.26E-03,-5.63E-03,-0.022615,-8.88E-03,-5.64E-03,-0.012416,-0.014314,-2.41E-02,-1.07E-02,-7.41E-03,04:30.1
1063,5,5.66E-03,0.001178,9.26E-03,-1.33E-02,3.70E-04,-2.52E-03,-6.74E-03,8.06E-03,-0.014962,-0.001348,-9.64E-03,-0.014761,6.67E-03,-1.67E-02,-0.003333,09:58.8
1064,8,5.83E-03,9.95E-03,-2.96E-03,5.41E-02,0.001111,-3.50E-03,-0.000205,-4.52E-03,5.23E-02,-1.07E-03,-1.19E-02,-1.04E-02,-5.93E-03,5.07E-02,-2.96E-03,13:57.3
1065,6,7.62E-03,1.11E-02,-2.70E-02,-1.81E-02,-6.30E-03,-4.19E-03,3.90E-05,-2.86E-02,-2.01E-02,-8.30E-03,-1.22E-02,-1.28E-02,-3.00E-02,-0.021852,-0.01,14:40.5
1066,7,2.95E-03,3.38E-03,-2.11E-02,-7.41E-03,-4.07E-03,-0.00464,-5.01E-03,-2.26E-02,-8.87E-03,-5.64E-03,-1.30E-02,-0.013236,-2.41E-02,-1.07E-02,-7.41E-03,15:00.1
1067,5,5.75E-03,1.75E-03,9.26E-03,-1.30E-02,3.70E-04,-0.003009,-7.02E-03,8.06E-03,-0.014964,-1.34E-03,-0.011077,-1.76E-02,7.04E-03,-1.67E-02,-2.96E-03,20:29.4
1068,8,4.00E-03,0.011346,-2.96E-03,5.41E-02,7.41E-04,-0.004457,7.47E-04,-0.004522,5.23E-02,-1.06E-03,-0.013564,-0.01021,-5.93E-03,5.04E-02,-2.96E-03,24:25.9
1069,6,5.60E-03,0.011325,-2.74E-02,-1.85E-02,-6.67E-03,-0.002947,0.001157,-2.86E-02,-2.01E-02,-8.31E-03,-0.016093,-1.01E-02,-3.00E-02,-0.021852,-0.01,25:11.2
1070,7,1.23E-03,0.001508,-2.11E-02,-7.04E-03,-0.003333,-4.67E-03,-5.88E-03,-2.26E-02,-8.88E-03,-5.64E-03,-1.11E-02,-0.013465,-2.41E-02,-1.07E-02,-7.41E-03,25:30.1
1071,5,3.74E-03,1.45E-03,9.26E-03,-1.33E-02,3.70E-04,-3.26E-03,-6.37E-03,8.05E-03,-1.50E-02,-1.35E-03,-0.010581,-0.015667,6.67E-03,-1.67E-02,-0.003333,30:59.9
1072,8,6.00E-03,1.12E-02,-2.96E-03,5.44E-02,7.41E-04,-4.69E-03,0.002032,-4.52E-03,5.23E-02,-1.06E-03,-1.45E-02,-6.83E-03,-5.93E-03,5.04E-02,-2.96E-03,34:54.5
1073,6,7.20E-03,0.011932,-2.70E-02,-1.81E-02,-6.67E-03,-2.22E-03,0.001928,-0.028565,-0.020111,-8.31E-03,-1.06E-02,-0.010968,-3.00E-02,-0.021852,-0.01,35:42.0
1074,7,1.65E-03,0.001879,-2.11E-02,-7.04E-03,-4.07E-03,-0.005032,-6.78E-03,-2.26E-02,-8.87E-03,-5.63E-03,-1.12E-02,-1.67E-02,-2.41E-02,-1.04E-02,-7.41E-03,36:00.1
1075,5,4.66E-03,8.04E-04,9.26E-03,-1.33E-02,3.70E-04,-0.002591,-6.14E-03,8.06E-03,-1.50E-02,-1.33E-03,-0.010569,-1.30E-02,7.04E-03,-1.67E-02,-0.003333,41:30.5
1076,8,0.004065,0.012151,-0.003333,5.41E-02,7.41E-04,-3.79E-03,1.61E-03,-4.52E-03,0.052315,-1.06E-03,-0.014435,-8.43E-03,-5.93E-03,5.04E-02,-2.96E-03,45:23.3
1077,6,6.13E-03,1.52E-02,-2.74E-02,-1.81E-02,-6.30E-03,-3.09E-03,1.70E-03,-0.028572,-0.020111,-8.32E-03,-1.11E-02,-8.47E-03,-3.00E-02,-0.021852,-0.01,46:12.8
1078,7,0.002052,2.25E-03,-2.11E-02,-7.04E-03,-3.70E-03,-0.004202,-6.40E-03,-0.022612,-8.87E-03,-5.62E-03,-0.011136,-0.014584,-2.37E-02,-1.07E-02,-7.04E-03,46:30.1
1079,5,4.69E-03,0.001222,9.26E-03,-1.30E-02,3.70E-04,-3.16E-03,-0.00613,8.07E-03,-0.014962,-0.00134,-0.012142,-1.30E-02,7.04E-03,-0.017037,-2.96E-03,52:01.0
1080,8,4.37E-03,0.013294,-0.003333,5.41E-02,7.41E-04,-3.58E-03,1.38E-03,-4.52E-03,5.23E-02,-0.001062,-1.23E-02,-9.84E-03,-5.93E-03,5.04E-02,-2.96E-03,55:51.9
1081,6,5.37E-03,0.015221,-2.74E-02,-1.81E-02,-6.67E-03,-0.003967,3.54E-04,-0.028558,-0.020114,-8.32E-03,-0.013566,-0.01128,-3.00E-02,-0.021852,-1.04E-02,56:43.4
1082,7,2.58E-03,2.63E-03,-2.11E-02,-7.04E-03,-4.07E-03,-4.18E-03,-5.98E-03,-2.26E-02,-8.87E-03,-5.64E-03,-1.15E-02,-0.013825,-0.024444,-1.04E-02,-7.78E-03,57:00.1
1083,5,4.63E-03,1.43E-03,9.26E-03,-1.33E-02,3.70E-04,-3.24E-03,-0.00662,8.06E-03,-0.014949,-0.00134,-0.010612,-0.014399,6.67E-03,-1.67E-02,-0.003333,02:31.6
1084,8,5.40E-03,0.011793,-2.96E-03,5.44E-02,7.41E-04,-3.87E-03,1.88E-03,-4.53E-03,5.23E-02,-1.05E-03,-1.20E-02,-0.010623,-5.93E-03,5.04E-02,-2.96E-03,06:20.5
1085,6,6.37E-03,0.011856,-2.70E-02,-1.85E-02,-6.30E-03,-3.58E-03,5.87E-04,-2.86E-02,-2.01E-02,-8.33E-03,-0.015419,-0.0101,-3.00E-02,-0.021852,-0.01,07:14.2
1086,7,2.45E-03,4.41E-03,-2.11E-02,-7.04E-03,-3.70E-03,-4.41E-03,-5.43E-03,-2.26E-02,-8.88E-03,-5.63E-03,-0.011634,-0.014406,-2.41E-02,-1.07E-02,-7.41E-03,07:30.1
1087,5,3.01E-03,3.34E-03,9.26E-03,-1.33E-02,3.70E-04,-3.58E-03,-6.13E-03,8.06E-03,-0.014957,-1.35E-03,-1.09E-02,-1.45E-02,6.67E-03,-1.67E-02,-0.003333,13:02.2
1088,8,6.90E-03,9.94E-03,-0.003333,5.44E-02,7.41E-04,-0.003447,1.22E-03,-4.53E-03,5.23E-02,-1.07E-03,-1.48E-02,-0.012251,-5.93E-03,5.07E-02,-2.59E-03,16:49.2
1089,6,4.32E-03,9.07E-03,-2.70E-02,-1.85E-02,-6.67E-03,-3.67E-03,-1.80E-03,-2.85E-02,-2.01E-02,-8.30E-03,-0.013962,-0.011413,-3.00E-02,-0.021852,-1.04E-02,17:45.0
1090,7,0.00264,1.17E-03,-2.11E-02,-7.41E-03,-4.07E-03,-4.28E-03,-6.33E-03,-2.26E-02,-8.87E-03,-5.62E-03,-0.011606,-0.013616,-2.37E-02,-1.04E-02,-7.41E-03,18:00.1
1091,5,4.95E-03,-3.11E-04,9.63E-03,-1.30E-02,3.70E-04,-2.37E-03,-7.36E-03,8.07E-03,-1.50E-02,-1.34E-03,-9.72E-03,-1.55E-02,6.67E-03,-1.67E-02,-0.003333,23:32.8
1092,8,0.002274,0.010746,-0.003333,5.44E-02,0.001482,-4.87E-03,1.66E-03,-4.53E-03,5.23E-02,-0.001073,-1.36E-02,-8.29E-03,-5.93E-03,5.04E-02,-2.59E-03,27:17.7
1093,6,6.17E-03,9.21E-03,-2.70E-02,-1.85E-02,-6.30E-03,-4.57E-03,-4.70E-04,-2.85E-02,-0.020124,-8.30E-03,-1.42E-02,-1.42E-02,-3.00E-02,-0.021852,-1.04E-02,28:15.7
1094,7,3.22E-03,1.01E-03,-2.11E-02,-7.04E-03,-4.07E-03,-4.68E-03,-6.47E-03,-0.022622,-8.87E-03,-5.63E-03,-1.20E-02,-1.54E-02,-2.41E-02,-1.04E-02,-7.78E-03,28:30.3
1095,5,0.003656,0.001083,9.26E-03,-1.30E-02,3.70E-04,-0.003094,-6.56E-03,8.07E-03,-0.014962,-0.001346,-0.010853,-0.016558,7.04E-03,-0.017037,-2.96E-03,34:03.3
1096,8,0.005274,0.012477,-2.96E-03,5.41E-02,7.41E-04,-4.91E-03,1.31E-03,-0.004529,5.23E-02,-0.00107,-1.55E-02,-9.45E-03,-5.93E-03,5.04E-02,-2.96E-03,37:46.5
1097,6,4.85E-03,9.00E-03,-2.74E-02,-1.85E-02,-6.30E-03,-0.004359,-1.12E-03,-2.85E-02,-0.020104,-8.30E-03,-0.014392,-1.18E-02,-3.00E-02,-0.021852,-0.01,38:46.5
1098,7,3.95E-03,2.77E-03,-2.11E-02,-7.04E-03,-4.07E-03,-4.17E-03,-5.68E-03,-2.26E-02,-8.87E-03,-5.62E-03,-0.010886,-1.46E-02,-2.41E-02,-1.04E-02,-7.41E-03,39:00.1
1099,5,4.00E-03,2.00E-03,9.26E-03,-1.30E-02,3.70E-04,-0.002911,-0.00628,0.008071,-0.014962,-1.34E-03,-1.31E-02,-1.49E-02,7.04E-03,-1.67E-02,-0.003333,44:33.7
1100,8,4.58E-03,0.010033,-2.96E-03,5.41E-02,7.41E-04,-4.59E-03,0.000176,-4.53E-03,5.23E-02,-1.07E-03,-0.013684,-9.78E-03,-5.93E-03,5.07E-02,-2.96E-03,48:15.0
1101,6,3.66E-03,8.52E-03,-2.70E-02,-1.85E-02,-6.67E-03,-6.22E-03,-9.58E-04,-0.028541,-2.01E-02,-8.30E-03,-0.015141,-0.013648,-3.00E-02,-0.021852,-0.01,49:17.2
1102,7,0.003803,0.003457,-0.021481,-7.41E-03,-3.70E-03,-3.30E-03,-5.04E-03,-0.022629,-8.88E-03,-5.60E-03,-1.02E-02,-0.013042,-2.41E-02,-1.07E-02,-7.41E-03,49:30.3
1103,5,4.17E-03,0.001031,9.26E-03,-1.30E-02,3.70E-04,-0.004071,-7.06E-03,8.08E-03,-1.50E-02,-1.34E-03,-1.11E-02,-0.015767,7.04E-03,-1.67E-02,-2.96E-03,55:04.2
1104,8,6.80E-03,0.010992,-0.003333,5.41E-02,7.41E-04,-4.60E-03,4.07E-04,-4.54E-03,5.23E-02,-0.001073,-1.57E-02,-1.07E-02,-5.93E-03,5.04E-02,-2.96E-03,58:43.6
1105,6,0.004339,7.82E-03,-2.70E-02,-1.81E-02,-6.67E-03,-5.20E-03,-8.57E-04,-2.85E-02,-2.01E-02,-0.008293,-1.52E-02,-0.011859,-3.00E-02,-2.22E-02,-0.01,59:47.9
1106,7,2.55E-03,0.002611,-2.11E-02,-7.41E-03,-4.07E-03,-4.31E-03,-5.30E-03,-0.022615,-8.88E-03,-5.62E-03,-1.28E-02,-1.30E-02,-2.37E-02,-1.04E-02,-7.78E-03,00:00.2
1107,5,4.84E-03,2.43E-03,9.26E-03,-1.33E-02,3.70E-04,-0.003088,-6.71E-03,8.07E-03,-1.50E-02,-0.001338,-1.23E-02,-1.40E-02,6.67E-03,-1.67E-02,-2.96E-03,05:34.8
1108,8,5.49E-03,1.04E-02,-2.96E-03,5.41E-02,7.41E-04,-4.90E-03,0.001513,-4.54E-03,5.23E-02,-0.001088,-0.012364,-0.007319,-5.93E-03,5.04E-02,-2.96E-03,09:12.3
1109,6,2.49E-03,0.011655,-2.74E-02,-1.85E-02,-6.30E-03,-5.07E-03,-4.48E-04,-2.85E-02,-2.01E-02,-8.30E-03,-0.011819,-0.010047,-0.02963,-0.021852,-0.01,10:18.8
1110,7,1.43E-03,2.28E-03,-2.11E-02,-7.04E-03,-3.70E-03,-4.60E-03,-5.98E-03,-2.26E-02,-8.87E-03,-5.63E-03,-0.012917,-0.012629,-2.41E-02,-1.07E-02,-7.41E-03,10:30.2
1111,5,8.81E-03,2.68E-03,9.63E-03,-1.33E-02,3.70E-04,-0.000029,-5.28E-03,8.07E-03,-1.50E-02,-1.34E-03,-7.24E-03,-0.01511,6.67E-03,-0.017037,-2.96E-03,16:05.5
1112,8,6.57E-03,1.22E-02,-0.003333,5.41E-02,7.41E-04,-4.87E-03,2.27E-03,-4.54E-03,0.052328,-0.00109,-0.013694,-4.60E-03,-5.93E-03,5.07E-02,-2.96E-03,19:40.9
1113,6,3.76E-03,8.94E-03,-2.70E-02,-1.85E-02,-6.67E-03,-5.38E-03,-0.001163,-0.028534,-2.01E-02,-8.31E-03,-0.014855,-0.012015,-3.00E-02,-0.021852,-0.01,20:49.5
1114,7,2.51E-03,7.38E-04,-0.021481,-7.41E-03,-3.70E-03,-4.34E-03,-5.62E-03,-2.26E-02,-8.86E-03,-5.60E-03,-1.14E-02,-0.01485,-2.37E-02,-1.04E-02,-7.41E-03,21:00.2
1115,5,0.010565,4.01E-03,9.26E-03,-1.33E-02,3.70E-04,0.001815,-4.34E-03,8.06E-03,-0.014969,-1.33E-03,-5.33E-03,-1.29E-02,6.67E-03,-1.67E-02,-0.003333,26:36.0
1116,8,4.22E-03,1.21E-02,-0.003333,5.41E-02,7.41E-04,-4.72E-03,6.79E-04,-4.53E-03,5.23E-02,-1.10E-03,-0.013736,-1.07E-02,-5.93E-03,5.00E-02,-2.96E-03,30:09.5
