MGID,GHID,MXSineMax,MYSineMax,MXAcelMax,MYAcelMax,MZAcelMax,MXSineAvg,MYSineAvg,MXAcelAvg,MYAcelAvg,MZAcelAvg,MXSineMin,MYSineMin,MXAcelMin,MYAcelMin,MZAcelMin,MTime
3547,7,3.19E-03,6.82E-03,-0.021481,-7.04E-03,-4.07E-03,-4.83E-03,-3.72E-04,-2.27E-02,-8.77E-03,-5.67E-03,-0.011179,-6.75E-03,-2.41E-02,-1.04E-02,-7.41E-03,03:42.2
3548,5,1.49E-03,-3.23E-03,9.26E-03,-1.33E-02,0,-5.44E-03,-1.09E-02,8.19E-03,-0.01508,-0.00148,-0.01183,-1.82E-02,6.67E-03,-1.67E-02,-0.003333,05:50.3
3549,6,0.003506,5.36E-03,-2.70E-02,-1.81E-02,-6.30E-03,-4.96E-03,-3.83E-03,-2.85E-02,-2.02E-02,-8.16E-03,-1.53E-02,-0.014203,-3.04E-02,-0.021852,-0.01,06:16.0
3550,8,7.78E-03,0.015906,-0.003333,5.41E-02,7.41E-04,-1.52E-03,3.71E-03,-4.66E-03,5.25E-02,-1.02E-03,-9.68E-03,-8.58E-03,-6.30E-03,5.07E-02,-2.96E-03,10:12.3
3551,7,2.69E-03,0.006607,-0.021481,-7.04E-03,-4.07E-03,-4.28E-03,-6.83E-04,-2.27E-02,-8.77E-03,-0.005672,-0.011825,-9.38E-03,-2.41E-02,-1.07E-02,-7.41E-03,14:12.3
3552,5,2.80E-03,-0.002222,9.26E-03,-1.33E-02,3.70E-04,-4.83E-03,-9.81E-03,8.19E-03,-0.015096,-1.48E-03,-0.012888,-1.70E-02,7.04E-03,-0.017037,-0.003333,16:20.7
3553,6,0.003568,5.03E-03,-0.026667,-1.85E-02,-6.30E-03,-5.19E-03,-4.56E-03,-0.028502,-2.02E-02,-8.16E-03,-0.014262,-1.54E-02,-3.00E-02,-0.021852,-0.01,16:46.7
3554,8,5.94E-03,0.014603,-0.003333,5.41E-02,7.41E-04,-0.001193,4.17E-03,-4.67E-03,5.25E-02,-0.001011,-0.010846,-6.01E-03,-5.93E-03,5.07E-02,-2.59E-03,20:40.7
3555,7,3.44E-03,5.85E-03,-2.11E-02,-7.04E-03,-4.07E-03,-5.36E-03,-1.30E-03,-2.27E-02,-8.76E-03,-5.69E-03,-1.29E-02,-8.08E-03,-2.41E-02,-1.04E-02,-7.41E-03,24:42.4
3556,5,0.003813,-5.37E-04,9.26E-03,-1.33E-02,3.70E-04,-5.07E-03,-9.60E-03,8.20E-03,-0.01507,-0.00147,-0.012614,-1.86E-02,6.67E-03,-0.017037,-2.96E-03,26:51.1
3557,6,7.75E-03,8.09E-03,-2.70E-02,-1.81E-02,-6.30E-03,-4.24E-03,-3.76E-03,-0.028496,-2.02E-02,-8.15E-03,-1.39E-02,-1.48E-02,-3.00E-02,-0.021852,-0.01,27:17.2
3558,8,8.31E-03,1.79E-02,-0.003333,5.41E-02,7.41E-04,-0.001047,4.31E-03,-4.68E-03,5.25E-02,-0.001018,-0.011266,-6.64E-03,-5.93E-03,5.07E-02,-0.003333,31:09.2
3559,7,2.58E-03,9.19E-03,-0.021481,-7.04E-03,-4.07E-03,-4.41E-03,-3.13E-04,-0.022716,-8.75E-03,-5.69E-03,-0.011374,-7.63E-03,-2.41E-02,-1.04E-02,-7.04E-03,35:12.7
3560,5,4.97E-03,-6.63E-04,9.26E-03,-1.33E-02,3.70E-04,-4.29E-03,-0.010576,8.19E-03,-0.015089,-0.00147,-0.013063,-0.019448,7.04E-03,-1.67E-02,-0.003333,37:21.4
3561,6,4.44E-03,7.24E-03,-2.70E-02,-1.85E-02,-6.30E-03,-4.50E-03,-4.52E-03,-0.028499,-2.02E-02,-8.14E-03,-0.013675,-0.014409,-3.00E-02,-0.021852,-9.63E-03,37:47.8
3562,8,7.44E-03,1.45E-02,-2.96E-03,5.44E-02,7.41E-04,-1.37E-03,4.10E-03,-4.68E-03,5.25E-02,-0.001008,-1.19E-02,-4.89E-03,-6.30E-03,5.07E-02,-2.96E-03,41:37.6
3563,7,2.88E-03,9.62E-03,-0.021481,-7.04E-03,-4.07E-03,-4.54E-03,-9.27E-04,-2.27E-02,-8.76E-03,-0.005679,-1.08E-02,-7.81E-03,-2.41E-02,-1.04E-02,-7.41E-03,45:42.7
3564,5,2.96E-03,-1.23E-03,9.63E-03,-1.33E-02,7.41E-04,-0.003803,-0.01018,8.19E-03,-1.51E-02,-0.001472,-0.010557,-0.017752,6.67E-03,-1.67E-02,-0.003333,47:51.9
3565,6,4.25E-03,6.11E-03,-2.70E-02,-1.85E-02,-6.30E-03,-3.82E-03,-5.14E-03,-2.85E-02,-2.02E-02,-8.16E-03,-1.23E-02,-1.67E-02,-3.00E-02,-0.021852,-0.01,48:18.6
3566,8,0.009443,1.40E-02,-0.003333,5.44E-02,0.001111,-1.75E-03,3.43E-03,-4.67E-03,5.25E-02,-0.00101,-1.34E-02,-1.07E-02,-5.93E-03,5.07E-02,-2.96E-03,52:05.9
3567,7,2.85E-03,0.011427,-0.021481,-7.04E-03,-4.07E-03,-0.004254,0.000212,-2.27E-02,-8.76E-03,-5.69E-03,-1.19E-02,-9.32E-03,-0.024444,-1.04E-02,-7.41E-03,56:12.7
3568,5,6.42E-03,-0.002712,9.63E-03,-1.33E-02,3.70E-04,-2.72E-03,-9.72E-03,8.19E-03,-1.51E-02,-1.46E-03,-0.011495,-0.01677,6.67E-03,-0.017037,-2.96E-03,58:22.2
3569,6,5.33E-03,0.010054,-2.70E-02,-1.85E-02,-6.30E-03,-4.45E-03,-4.15E-03,-2.85E-02,-2.02E-02,-0.008149,-0.014243,-1.64E-02,-3.00E-02,-2.22E-02,-0.01,58:49.1
3570,8,6.94E-03,1.59E-02,-0.003333,5.41E-02,0.001111,-2.27E-03,3.91E-03,-4.67E-03,5.25E-02,-1.02E-03,-1.06E-02,-0.004738,-6.30E-03,5.07E-02,-2.59E-03,02:34.3
3571,7,4.84E-03,0.00941,-2.11E-02,-7.04E-03,-4.07E-03,-3.76E-03,0.000611,-2.27E-02,-8.76E-03,-5.69E-03,-9.96E-03,-7.05E-03,-0.024444,-1.04E-02,-7.78E-03,06:42.9
3572,5,6.12E-03,-2.17E-04,9.26E-03,-1.33E-02,3.70E-04,-0.001805,-9.30E-03,8.19E-03,-1.51E-02,-0.001482,-8.48E-03,-1.63E-02,7.04E-03,-1.67E-02,-0.003333,08:52.7
3573,6,7.94E-03,7.52E-03,-2.70E-02,-1.85E-02,-6.67E-03,-3.46E-03,-3.80E-03,-2.85E-02,-2.02E-02,-8.15E-03,-0.013871,-1.71E-02,-0.02963,-0.021852,-0.01,09:19.7
3574,8,7.12E-03,1.80E-02,-0.003333,5.41E-02,7.41E-04,-2.12E-03,0.003872,-4.68E-03,5.25E-02,-1.02E-03,-1.44E-02,-5.82E-03,-6.30E-03,5.04E-02,-2.96E-03,13:02.7
3575,7,2.31E-03,1.07E-02,-0.021481,-6.67E-03,-4.07E-03,-0.003699,4.69E-04,-2.27E-02,-8.76E-03,-5.68E-03,-1.11E-02,-8.29E-03,-2.41E-02,-1.04E-02,-7.41E-03,17:12.8
3576,5,6.15E-03,-3.16E-04,9.63E-03,-1.33E-02,3.70E-04,-0.001186,-9.19E-03,8.18E-03,-1.51E-02,-0.001467,-9.51E-03,-0.017117,6.67E-03,-0.017037,-0.003333,19:23.0
3577,6,4.64E-03,5.63E-03,-2.70E-02,-0.018889,-5.93E-03,-0.003558,-5.03E-03,-2.85E-02,-2.02E-02,-8.13E-03,-0.013006,-1.60E-02,-0.02963,-0.021852,-0.01,19:50.5
3578,8,6.59E-03,1.73E-02,-0.003333,5.44E-02,7.41E-04,-2.04E-03,4.13E-03,-4.68E-03,5.25E-02,-0.00101,-0.011578,-5.69E-03,-5.93E-03,5.07E-02,-2.59E-03,23:31.2
3579,7,3.96E-03,9.57E-03,-0.021481,-7.04E-03,-3.70E-03,-4.72E-03,7.03E-04,-2.27E-02,-8.75E-03,-5.68E-03,-0.011712,-6.91E-03,-2.41E-02,-1.04E-02,-7.41E-03,27:42.8
3580,5,5.88E-03,-0.002055,9.26E-03,-1.33E-02,3.70E-04,-0.001944,-9.52E-03,8.19E-03,-0.01511,-1.43E-03,-0.010832,-1.71E-02,6.67E-03,-1.67E-02,-2.96E-03,29:53.4
3581,6,8.81E-03,6.22E-03,-2.70E-02,-1.85E-02,-6.67E-03,-0.00166,-2.98E-03,-0.028499,-2.02E-02,-8.13E-03,-0.010735,-0.013871,-3.00E-02,-0.021852,-0.01,30:21.0
3582,8,7.74E-03,1.30E-02,-0.003333,5.41E-02,7.41E-04,-0.001403,3.16E-03,-4.68E-03,5.25E-02,-0.001008,-1.31E-02,-1.08E-02,-6.30E-03,5.04E-02,-2.96E-03,33:59.6
3583,7,2.72E-03,9.96E-03,-0.021481,-6.67E-03,-3.70E-03,-4.76E-03,5.82E-04,-2.27E-02,-0.008737,-5.67E-03,-1.14E-02,-7.78E-03,-2.41E-02,-1.04E-02,-7.41E-03,38:12.9
3584,5,0.003248,-2.42E-03,9.26E-03,-1.33E-02,3.70E-04,-2.78E-03,-0.010284,8.19E-03,-0.015103,-0.001431,-1.10E-02,-1.74E-02,7.04E-03,-1.67E-02,-0.003333,40:24.0
3585,6,7.39E-03,7.29E-03,-2.70E-02,-1.85E-02,-6.30E-03,-1.73E-03,-3.63E-03,-0.028502,-0.020225,-8.13E-03,-1.02E-02,-0.013925,-3.00E-02,-2.22E-02,-0.01,40:51.7
3586,8,5.75E-03,1.58E-02,-2.96E-03,5.44E-02,7.41E-04,-1.98E-03,3.73E-03,-4.69E-03,5.25E-02,-9.96E-04,-9.29E-03,-6.07E-03,-5.93E-03,5.11E-02,-2.96E-03,44:28.0
3587,7,9.74E-04,8.28E-03,-2.11E-02,-7.04E-03,-4.07E-03,-4.77E-03,0.000379,-0.022747,-8.74E-03,-5.70E-03,-1.16E-02,-9.77E-03,-2.41E-02,-1.07E-02,-7.41E-03,48:42.8
3588,5,2.97E-03,-2.66E-03,9.63E-03,-1.33E-02,3.70E-04,-4.82E-03,-0.010914,8.18E-03,-1.51E-02,-1.41E-03,-0.012208,-1.89E-02,7.04E-03,-0.017037,-0.003333,50:54.3
3589,6,7.58E-03,6.85E-03,-2.74E-02,-1.85E-02,-6.30E-03,-1.40E-03,-2.85E-03,-2.85E-02,-0.020232,-8.12E-03,-0.010546,-1.25E-02,-0.02963,-2.22E-02,-9.63E-03,51:22.1
3590,8,5.75E-03,0.01511,-0.003333,5.41E-02,7.41E-04,-2.06E-03,3.76E-03,-4.68E-03,5.25E-02,-9.97E-04,-0.012508,-4.83E-03,-6.30E-03,5.11E-02,-2.96E-03,54:56.3
3591,7,2.27E-03,0.008378,-2.11E-02,-7.04E-03,-4.07E-03,-0.004156,6.93E-04,-2.27E-02,-8.75E-03,-5.69E-03,-0.012678,-8.63E-03,-2.41E-02,-1.04E-02,-7.78E-03,59:12.9
3592,5,1.39E-03,-4.11E-03,9.26E-03,-1.33E-02,3.70E-04,-0.006156,-1.13E-02,8.18E-03,-0.015108,-1.43E-03,-1.45E-02,-1.96E-02,7.04E-03,-1.67E-02,-2.96E-03,01:24.8
3593,6,7.52E-03,7.94E-03,-2.70E-02,-1.85E-02,-6.67E-03,-1.77E-03,-3.46E-03,-2.85E-02,-2.02E-02,-8.14E-03,-0.014447,-0.014562,-0.02963,-0.021852,-9.63E-03,01:52.9
3594,8,6.43E-03,1.59E-02,-0.003333,5.44E-02,7.41E-04,-1.43E-03,3.96E-03,-4.68E-03,5.25E-02,-0.001,-1.04E-02,-6.83E-03,-6.30E-03,5.07E-02,-2.96E-03,05:24.8
3595,7,2.93E-03,7.63E-03,-0.021481,-7.04E-03,-4.07E-03,-4.49E-03,1.30E-04,-0.022747,-8.74E-03,-5.70E-03,-0.01039,-7.72E-03,-2.41E-02,-1.04E-02,-7.41E-03,09:43.0
3596,5,-3.00E-06,-4.90E-03,9.63E-03,-1.33E-02,3.70E-04,-8.02E-03,-0.012366,8.19E-03,-1.51E-02,-1.43E-03,-1.60E-02,-0.022716,7.04E-03,-1.67E-02,-0.003333,11:55.1
3597,6,7.39E-03,6.66E-03,-2.70E-02,-1.85E-02,-6.67E-03,-0.001818,-4.39E-03,-0.028502,-2.02E-02,-0.008123,-0.013046,-1.64E-02,-0.02963,-0.021852,-0.01,12:23.5
3598,8,6.09E-03,0.013715,-0.003333,5.44E-02,7.41E-04,-1.80E-03,3.95E-03,-4.68E-03,5.25E-02,-9.98E-04,-9.70E-03,-6.15E-03,-5.93E-03,5.04E-02,-0.003333,15:53.1
3599,7,8.77E-04,9.16E-03,-0.021481,-7.04E-03,-3.70E-03,-5.22E-03,-3.65E-04,-0.022751,-8.74E-03,-5.69E-03,-1.14E-02,-9.99E-03,-2.41E-02,-1.04E-02,-7.41E-03,20:13.1
3600,5,-4.04E-04,-4.35E-03,9.63E-03,-1.33E-02,3.70E-04,-7.87E-03,-1.21E-02,8.19E-03,-0.015096,-0.001436,-0.014818,-0.019198,7.04E-03,-0.017037,-2.96E-03,22:25.6
3601,6,8.08E-03,5.14E-03,-2.70E-02,-1.85E-02,-6.67E-03,-2.35E-03,-4.68E-03,-2.85E-02,-2.02E-02,-8.13E-03,-1.14E-02,-1.48E-02,-3.00E-02,-2.22E-02,-9.63E-03,22:54.1
3602,8,8.22E-03,0.014954,-0.003333,5.44E-02,7.41E-04,-1.92E-03,4.30E-03,-4.68E-03,0.052488,-0.001008,-9.77E-03,-0.006535,-6.30E-03,5.04E-02,-2.96E-03,26:21.5
3603,7,3.13E-03,9.12E-03,-0.021481,-7.04E-03,-4.07E-03,-3.80E-03,1.41E-03,-2.28E-02,-0.008737,-5.72E-03,-0.010076,-0.006038,-2.41E-02,-1.04E-02,-7.41E-03,30:43.2
3604,5,-0.000242,-4.22E-03,9.63E-03,-1.33E-02,3.70E-04,-8.80E-03,-0.012218,8.19E-03,-1.51E-02,-0.001436,-0.015913,-1.94E-02,7.04E-03,-1.67E-02,-2.96E-03,32:55.9
3605,6,7.94E-03,7.39E-03,-2.70E-02,-1.85E-02,-6.30E-03,-1.62E-03,-4.02E-03,-0.028496,-2.02E-02,-8.13E-03,-0.011132,-1.59E-02,-3.00E-02,-0.021852,-9.63E-03,33:24.8
3606,8,6.26E-03,1.53E-02,-0.003333,5.44E-02,7.41E-04,-0.002189,4.63E-03,-4.69E-03,0.052495,-1.01E-03,-1.17E-02,-4.89E-03,-6.30E-03,5.07E-02,-2.96E-03,36:49.9
3607,7,0.004254,8.48E-03,-2.11E-02,-7.04E-03,-4.07E-03,-2.99E-03,1.30E-03,-2.28E-02,-8.73E-03,-5.70E-03,-1.08E-02,-7.43E-03,-2.41E-02,-1.04E-02,-7.41E-03,41:13.4
3608,5,-2.33E-03,-4.35E-03,9.26E-03,-1.33E-02,7.41E-04,-8.73E-03,-1.29E-02,8.19E-03,-1.51E-02,-1.43E-03,-0.015101,-1.94E-02,7.04E-03,-0.017037,-2.96E-03,43:26.2
3609,6,6.38E-03,0.006894,-2.70E-02,-1.85E-02,-6.67E-03,-2.23E-03,-4.34E-03,-2.85E-02,-2.02E-02,-0.008123,-1.01E-02,-0.015382,-0.02963,-2.22E-02,-9.63E-03,43:55.1
3610,8,9.39E-03,0.01448,-0.003333,5.41E-02,7.41E-04,-1.99E-03,4.11E-03,-4.69E-03,5.25E-02,-0.001005,-0.010749,-0.009665,-5.93E-03,5.07E-02,-2.96E-03,47:18.3
3611,7,5.51E-03,0.011922,-0.021481,-7.04E-03,-4.07E-03,-0.002931,2.06E-03,-0.022764,-8.73E-03,-5.71E-03,-1.07E-02,-7.70E-03,-2.41E-02,-1.04E-02,-7.41E-03,51:43.4
3612,5,-1.24E-03,-4.64E-03,9.26E-03,-1.30E-02,7.41E-04,-8.45E-03,-0.01242,8.19E-03,-0.01511,-0.001421,-0.015174,-2.13E-02,7.04E-03,-1.67E-02,-0.003333,53:56.7
3613,6,8.01E-03,5.81E-03,-2.70E-02,-1.81E-02,-5.93E-03,-1.65E-03,-4.53E-03,-2.85E-02,-2.02E-02,-8.13E-03,-1.53E-02,-0.014007,-3.00E-02,-0.021852,-0.01,54:25.8
3614,8,9.21E-03,1.49E-02,-2.96E-03,5.44E-02,7.41E-04,-0.002052,0.002846,-4.69E-03,5.25E-02,-0.001005,-0.012688,-9.79E-03,-5.93E-03,5.07E-02,-2.59E-03,57:46.5
3615,7,5.68E-03,9.07E-03,-0.021481,-7.04E-03,-4.07E-03,-2.92E-03,1.64E-03,-0.022758,-8.73E-03,-5.71E-03,-1.04E-02,-6.66E-03,-2.41E-02,-1.04E-02,-7.41E-03,02:13.5
3616,5,-5.58E-04,-0.004385,9.26E-03,-1.33E-02,3.70E-04,-8.42E-03,-0.012543,8.19E-03,-1.51E-02,-1.44E-03,-0.014383,-2.13E-02,7.04E-03,-0.017037,-0.003333,04:27.0
3617,6,6.46E-03,4.33E-03,-2.70E-02,-1.81E-02,-6.30E-03,-2.66E-03,-5.39E-03,-2.85E-02,-2.02E-02,-8.12E-03,-1.27E-02,-1.54E-02,-3.00E-02,-0.021852,-0.01,04:56.4
3618,8,9.03E-03,1.38E-02,-0.003333,5.44E-02,0.001111,-1.65E-03,4.55E-03,-4.68E-03,0.052509,-1.01E-03,-1.01E-02,-0.003359,-5.93E-03,5.07E-02,-2.59E-03,08:14.9
3619,7,4.89E-03,0.011901,-0.021481,-7.04E-03,-0.003333,-2.83E-03,2.98E-03,-2.28E-02,-8.72E-03,-5.68E-03,-0.010257,-4.42E-03,-2.41E-02,-1.07E-02,-7.41E-03,12:43.7
3620,5,2.68E-04,-4.56E-03,9.63E-03,-1.33E-02,3.70E-04,-0.007319,-1.28E-02,8.19E-03,-0.015119,-1.44E-03,-0.016423,-2.15E-02,7.04E-03,-1.67E-02,-2.96E-03,14:57.3
3621,6,5.26E-03,5.82E-03,-2.70E-02,-1.85E-02,-6.67E-03,-2.23E-03,-0.005215,-2.85E-02,-0.020235,-8.11E-03,-1.57E-02,-1.84E-02,-3.00E-02,-0.021852,-9.63E-03,15:27.0
3622,8,6.29E-03,1.64E-02,-0.003333,5.44E-02,7.41E-04,-0.002117,4.76E-03,-4.69E-03,5.25E-02,-1.01E-03,-0.010574,-5.80E-03,-7.04E-03,5.07E-02,-0.003333,18:43.3
3623,7,4.27E-03,1.04E-02,-0.021481,-7.04E-03,-0.003333,-3.32E-03,0.002545,-0.022764,-8.71E-03,-0.005705,-9.92E-03,-4.60E-03,-2.41E-02,-1.04E-02,-8.15E-03,23:13.6
3624,5,4.02E-04,-3.65E-03,9.26E-03,-1.33E-02,3.70E-04,-6.25E-03,-0.013169,8.19E-03,-0.01512,-1.44E-03,-0.017807,-2.13E-02,7.04E-03,-0.017037,-0.003333,25:27.6
3625,6,4.33E-03,3.95E-03,-0.026667,-1.85E-02,-6.30E-03,-0.003666,-5.98E-03,-2.85E-02,-2.02E-02,-0.008116,-1.41E-02,-1.87E-02,-3.00E-02,-0.021852,-9.63E-03,25:57.4
3626,8,8.45E-03,0.014659,-2.96E-03,5.44E-02,7.41E-04,-0.001297,3.51E-03,-4.69E-03,5.25E-02,-0.001,-0.011701,-8.67E-03,-6.30E-03,5.07E-02,-2.96E-03,29:11.6
3627,7,3.74E-03,1.47E-02,-0.021481,-7.04E-03,-4.07E-03,-0.002823,0.003137,-2.28E-02,-8.71E-03,-5.70E-03,-9.85E-03,-5.02E-03,-2.41E-02,-1.04E-02,-7.41E-03,33:43.8
3628,5,0.002594,-2.86E-03,9.26E-03,-1.30E-02,3.70E-04,-5.02E-03,-1.21E-02,8.19E-03,-1.51E-02,-1.43E-03,-0.012678,-2.10E-02,7.04E-03,-0.017037,-0.003333,35:58.0
3629,6,5.98E-03,8.30E-03,-2.70E-02,-1.85E-02,-5.93E-03,-0.002941,-5.71E-03,-0.028509,-2.03E-02,-8.10E-03,-0.011949,-0.01925,-3.00E-02,-0.021852,-9.63E-03,36:28.1
3630,8,8.82E-03,1.77E-02,-0.003333,5.44E-02,7.41E-04,-2.71E-03,4.59E-03,-4.68E-03,5.25E-02,-1.00E-03,-1.58E-02,-7.05E-03,-5.93E-03,5.04E-02,-2.59E-03,39:40.1
3631,7,4.39E-03,0.010846,-0.021481,-7.04E-03,-4.07E-03,-3.69E-03,2.68E-03,-0.022771,-0.008711,-5.70E-03,-0.0101,-5.88E-03,-2.41E-02,-1.07E-02,-7.78E-03,44:13.9
3632,5,0.005006,-0.002091,9.63E-03,-1.33E-02,3.70E-04,-0.003594,-1.20E-02,8.19E-03,-0.015124,-1.43E-03,-0.012083,-2.04E-02,7.04E-03,-0.017037,-2.96E-03,46:28.3
3633,6,7.13E-03,6.18E-03,-2.70E-02,-1.85E-02,-6.30E-03,-0.002281,-6.37E-03,-0.028513,-0.020246,-8.13E-03,-0.010817,-1.83E-02,-3.00E-02,-0.021852,-0.01,46:58.7
3634,8,7.24E-03,0.015212,-0.003333,5.44E-02,2.59E-03,-2.47E-03,3.83E-03,-4.69E-03,5.25E-02,-1.01E-03,-1.14E-02,-7.32E-03,-6.30E-03,5.07E-02,-0.003333,50:08.3
3635,7,3.01E-03,0.012846,-0.021481,-7.04E-03,-3.70E-03,-4.14E-03,2.55E-03,-2.28E-02,-8.71E-03,-5.72E-03,-0.011438,-0.00511,-2.41E-02,-1.04E-02,-7.78E-03,54:44.0
3636,5,0.005914,-3.68E-03,9.63E-03,-1.33E-02,0,-3.06E-03,-1.23E-02,8.19E-03,-0.015127,-0.001441,-0.011866,-0.021283,7.04E-03,-1.67E-02,-0.003333,56:58.6
3637,6,9.20E-03,4.92E-03,-2.70E-02,-1.85E-02,-6.30E-03,-0.001511,-6.25E-03,-2.85E-02,-2.02E-02,-8.12E-03,-9.78E-03,-1.85E-02,-3.00E-02,-2.22E-02,-1.04E-02,57:29.2
3638,8,4.85E-03,0.01179,-0.003333,5.44E-02,0.001111,-2.93E-03,4.49E-03,-4.69E-03,5.25E-02,-9.93E-04,-1.08E-02,-0.005914,-6.30E-03,5.04E-02,-2.59E-03,00:36.7
3639,7,3.65E-03,1.02E-02,-0.021481,-6.67E-03,-4.07E-03,-3.58E-03,2.67E-03,-2.28E-02,-8.70E-03,-5.72E-03,-0.011568,-6.15E-03,-2.41E-02,-1.04E-02,-7.41E-03,05:13.9
3640,5,0.004764,-0.004712,9.26E-03,-1.37E-02,3.70E-04,-3.04E-03,-0.0114,8.18E-03,-1.51E-02,-1.45E-03,-1.08E-02,-2.03E-02,7.04E-03,-1.67E-02,-3.70E-03,07:28.8
3641,6,3.49E-03,3.99E-03,-2.70E-02,-1.85E-02,-6.30E-03,-3.32E-03,-6.95E-03,-2.85E-02,-2.03E-02,-8.13E-03,-0.011224,-1.96E-02,-3.00E-02,-0.021852,-9.63E-03,07:59.7
3642,8,7.92E-03,0.015193,-0.003333,5.41E-02,7.41E-04,-0.0018,4.00E-03,-4.69E-03,5.25E-02,-9.82E-04,-1.08E-02,-9.59E-03,-5.93E-03,5.07E-02,-2.59E-03,11:05.1
3643,7,3.33E-03,1.19E-02,-2.11E-02,-6.67E-03,-3.70E-03,-4.58E-03,3.18E-03,-0.022785,-8.72E-03,-0.005731,-0.011443,-0.005352,-2.41E-02,-1.07E-02,-7.78E-03,15:44.2
3644,5,4.84E-03,-4.00E-03,9.63E-03,-1.33E-02,3.70E-04,-3.10E-03,-0.0114,8.19E-03,-0.015125,-0.001495,-1.03E-02,-0.018928,7.04E-03,-0.017037,-0.003333,17:59.2
3645,6,0.005587,2.91E-03,-2.70E-02,-1.85E-02,-6.30E-03,-0.003555,-0.00694,-2.85E-02,-0.020253,-0.008123,-0.011915,-0.016007,-3.00E-02,-2.22E-02,-0.01,18:30.4
3646,8,8.47E-03,1.58E-02,-0.003333,5.41E-02,7.41E-04,-2.30E-03,3.83E-03,-4.69E-03,5.25E-02,-0.001,-1.17E-02,-7.52E-03,-6.30E-03,5.07E-02,-4.07E-03,21:33.4
3647,7,0.003104,0.012,-0.021481,-7.04E-03,-3.70E-03,-4.41E-03,2.91E-03,-2.28E-02,-8.71E-03,-5.73E-03,-0.011575,-5.26E-03,-2.41E-02,-1.07E-02,-7.41E-03,26:14.3
3648,5,0.004437,-0.003751,9.26E-03,-1.37E-02,0,-3.20E-03,-0.011375,8.18E-03,-0.01512,-1.50E-03,-0.010421,-0.01821,6.67E-03,-1.67E-02,-0.003333,28:29.4
3649,6,5.03E-03,5.86E-03,-2.74E-02,-1.85E-02,-6.30E-03,-4.36E-03,-7.23E-03,-2.85E-02,-2.03E-02,-8.12E-03,-1.44E-02,-1.79E-02,-0.02963,-2.22E-02,-9.63E-03,29:01.2
3650,8,5.55E-03,1.68E-02,-0.003333,5.44E-02,0.001111,-2.11E-03,3.69E-03,-0.004692,5.25E-02,-1.01E-03,-0.011257,-8.88E-03,-6.30E-03,5.07E-02,-2.96E-03,32:01.8
3651,7,3.11E-03,0.011242,-0.021481,-7.04E-03,-3.70E-03,-4.12E-03,2.36E-03,-2.28E-02,-8.70E-03,-5.71E-03,-1.19E-02,-5.96E-03,-2.41E-02,-1.07E-02,-7.41E-03,36:44.2
3652,5,2.81E-03,-0.003921,9.63E-03,-1.30E-02,0,-4.41E-03,-0.012539,8.19E-03,-0.015127,-0.001508,-0.012706,-2.10E-02,7.04E-03,-1.74E-02,-0.003333,38:59.7
3653,6,6.93E-03,0.006489,-2.70E-02,-1.85E-02,-6.30E-03,-3.50E-03,-6.88E-03,-2.85E-02,-2.03E-02,-8.11E-03,-1.30E-02,-0.018248,-3.00E-02,-0.021852,-9.63E-03,39:31.7
3654,8,6.71E-03,1.33E-02,-0.003333,5.41E-02,7.41E-04,-2.74E-03,3.27E-03,-4.69E-03,5.25E-02,-0.001018,-1.23E-02,-6.07E-03,-6.30E-03,5.07E-02,-2.59E-03,42:30.3
3655,7,4.47E-03,0.010343,-2.11E-02,-6.67E-03,-4.07E-03,-0.00299,2.75E-03,-0.022768,-8.71E-03,-5.70E-03,-0.010395,-6.32E-03,-0.024444,-1.04E-02,-7.41E-03,47:14.4
3656,5,0.00182,-0.004522,9.26E-03,-1.33E-02,3.70E-04,-6.19E-03,-0.01306,8.19E-03,-1.51E-02,-0.00149,-1.57E-02,-2.10E-02,6.67E-03,-0.017037,-2.96E-03,49:30.1
3657,6,7.26E-03,4.02E-03,-2.70E-02,-1.85E-02,-6.67E-03,-0.002859,-0.005607,-2.85E-02,-2.03E-02,-8.11E-03,-0.011445,-0.017571,-0.02963,-0.021852,-0.01,50:02.3
3658,8,4.90E-03,1.18E-02,-0.003333,5.44E-02,7.41E-04,-2.72E-03,2.64E-03,-4.67E-03,5.25E-02,-9.99E-04,-0.010166,-0.005372,-5.93E-03,5.04E-02,-2.96E-03,52:58.5
3659,7,4.00E-03,0.012185,-0.021481,-7.04E-03,-4.07E-03,-0.003127,0.002728,-0.022758,-8.72E-03,-5.71E-03,-9.51E-03,-6.34E-03,-2.41E-02,-1.04E-02,-7.41E-03,57:44.4
3660,5,-7.21E-04,-3.18E-03,9.63E-03,-1.30E-02,3.70E-04,-7.46E-03,-1.31E-02,8.20E-03,-1.51E-02,-1.50E-03,-1.65E-02,-2.23E-02,7.04E-03,-1.67E-02,-0.003333,00:00.5
3661,6,6.72E-03,5.29E-03,-2.70E-02,-1.85E-02,-6.30E-03,-2.91E-03,-5.42E-03,-2.85E-02,-2.03E-02,-8.12E-03,-0.014269,-1.58E-02,-3.00E-02,-0.021852,-0.01,00:32.8
3662,8,7.37E-03,1.76E-02,-0.003333,5.41E-02,7.41E-04,-1.60E-03,2.71E-03,-4.68E-03,5.25E-02,-1.00E-03,-1.15E-02,-7.18E-03,-5.93E-03,5.07E-02,-0.003333,03:26.9
